imagem_nome,tipo_imagem
"36.WER_RIO Planta humanizada apartamento tipo garden 1","Planta Humanizada"
"37.WER_RIO Planta humanizada apartamento tipo garden 2","Planta Humanizada"
"38.WER_RIO Planta humanizada apartamento tipo view 1","Planta Humanizada"
"39.WER_RIO Planta humanizada apartamento tipo view 2","Planta Humanizada"
"40.WER_RIO Planta humanizada apartamento tipo home 1","Planta Humanizada"
"41.WER_RIO Planta humanizada apartamento tipo home 2","Planta Humanizada"
"42.WER_RIO Planta humanizada apartamento duplex superior","Planta Humanizada"
"43.WER_RIO Planta humanizada apartamento duplex inferior","Planta Humanizada"
"1.MEN_991 Fotomontagem aerea com insercao do empreendimento no terreno real",Fachada
"2.MEN_991 Fotomontagem aerea com foco no Rooftop",Fachada
"3.MEN_991 Fachada no angulo do observador",Fachada
"4.MEN_991 Embasamento com foco no passeio com area comercial",Fachada
"5.MEN_991 Hall de entrada","Imagem Interna"
"6.MEN_991 Academia - Lazer","Imagem Interna"
"7.MEN_991 Sala de Yoga - Lazer","Imagem Interna"
"8.MEN_991 Espaco gourmet - Atico","Imagem Interna"
"9.MEN_991 Sala de Pilates - Lazer","Imagem Interna"
"10.MEN_991 Brinquedoteca - Lazer","Imagem Interna"
"11.MEN_991 Sala de jogos - Lazer","Imagem Interna"
"12.MEN_991 Salao de festas - Lazer","Imagem Interna"
"13.MEN_991 Piscina - 12° Pavimento","Imagem Interna"
"14.MEN_991 Piscina - 12° Pavimento","Imagem Interna"
"15.MEN_991 Sala do Cheff - Dining Experience - Atico","Imagem Interna"
"16.MEN_991 Gourmet - Atico","Imagem Interna"
"17.MEN_991 Sauna SPA - Atico","Imagem Interna"
"18.MEN_991 Piscina aquecida - Atico","Imagem Interna"
"19.MEN_991 Piscinas angulo 1 - Atico","Imagem Externa"
"20.MEN_991 Piscinas angulo 2 - Atico","Imagem Externa"
"21.MEN_991 Living do apartamento tipo, com vista fotografica real para o mar - Torre Maior - Apto 1005",Unidade
"22.MEN_991 Suite do apartamento tipo, com vista fotografica real para o mar - Torre Maior - Apto 1005",Unidade
"23.MEN_991 Living do apartamento Duplex, com vista fotografica real para o mar - Torre Maior - Apto 1004",Unidade
"24.MEN_991 Living do apartamento tipo, com vista fotografica real para o mar - Torre Maior -1202",Unidade
"25.MEN_991 Living do apartamento tipo, com vista fotografica real para a rua Delfim - Torre Maior -1201",Unidade
"26.MEN_991 Living do apartamento studio, com vista fotografica real para o mar - Torre Menor - Apto 1001",Unidade
"27.MEN_991 Living integrado com suite, do apartamento studio, com vista fotografica real para a rua Delfim - Torre Menor - Apto 1004 (Integrado)",Unidade
"28.MEN_991 Living integrado com suite, do apartamento studio, com vista fotografica real para o mar - Torre Menor - Apto 805 (Integrado)",Unidade
"29.MEN_991 Area externa aberta/Varanda, do apartamento studio, com vista fotografica real para o mar - Torre Maior - Apto 701",Unidade
"30.MEN_991 Living integrado com suite, do apartamento studio, com vista fotografica real para o mar - Torre Menor - Apto 705 (Integrado)",Unidade
"31.MEN_991 Planta humanizada do pavimento Terreo","Planta Humanizada"
"32.MEN_991 Planta humanizada do 2º pavimento - Lazer 1","Planta Humanizada"
"33.MEN_991 Planta humanizada do 12º pavimento - Lazer 2","Planta Humanizada"
"34.MEN_991 Planta humanizada do 13º pavimento - Lazer 3","Planta Humanizada"
"35.MEN_991 Planta humanizada do pavimento Garden - Studio (x5)","Planta Humanizada"
"36.MEN_991 Planta humanizada do pavimento Garden - Tipo / Duplex inferior (x7)","Planta Humanizada"
"37.MEN_991 Planta humanizada do pavimento Garden - Tipo / Duplex superior (x7)","Planta Humanizada"
"38.MEN_991 Planta humanizada do pavimento Tipo Studio (x5)","Planta Humanizada"
"39.MEN_991 Planta humanizada do pavimento Tipo / Duplex inferior (x7)","Planta Humanizada"
"40.MEN_991 Planta humanizada do pavimento Tipo / Duplex superior (x7)","Planta Humanizada"
"47.ARS_VIE Fotomontagem de topo",Fachada
"27.JON_LIN Planta humanizada do Coworking ","Planta Humanizada"
"1.TET_KOR Planta humanizada do 7º Pavimento - Lazer","Planta Humanizada"
"2.TET_KOR Planta humanizada do apartamento Tipo 1","Planta Humanizada"
"3.TET_KOR Planta humanizada do apartamento Tipo 2","Planta Humanizada"
"4.TET_KOR Planta humanizada do apartamento Tipo 3","Planta Humanizada"
"5.TET_KOR Planta humanizada do apartamento Tipo 4","Planta Humanizada"
"1.GES_CHA Fotomontagem aérea com inserção do empreendimento no terreno ângulo 1",Fachada
"2.GES_CHA Fotomontagem aérea com inserção do empreendimento no terreno ângulo 2",Fachada
"3.GES_CHA Fotomontagem aérea com foco no Rooftop Sky place",Fachada
"4.GES_CHA Fotomontagem mostrando a marina",Fachada
"5.GES_CHA Fachada no angulo do observador de baixo",Fachada
"6.GES_CHA Embasamento",Fachada
"7.GES_CHA Porte-cochère mostrando o hall de entrada",Fachada
"8.GES_CHA Hall de entrada","Imagem Interna"
"9.GES_CHA Marina vista a partir de um yacht no rio Perequê","Imagem Externa"
"10.GES_CHA Bistro marina","Imagem Externa"
"11.GES_CHA Piscinas ângulo geral 1","Imagem Externa"
"12.GES_CHA Piscinas ângulo geral 2 com foco no bar molhado","Imagem Externa"
"13.GES_CHA Área da piscina com foco nos gazebos","Imagem Externa"
"14.GES_CHA Piscina aquecida","Imagem Interna"
"15.GES_CHA Piscina Raia","Imagem Externa"
"16.GES_CHA Área de jogos externa","Imagem Externa"
"17.GES_CHA Sala de jogos interna","Imagem Interna"
"18.GES_CHA Poker Room","Imagem Interna"
"19.GES_CHA Espaço Teen","Imagem Interna"
"20.GES_CHA Quadra Squash","Imagem Interna"
"21.GES_CHA Gourmet","Imagem Interna"
"22.GES_CHA Dog park","Imagem Externa"
"23.GES_CHA Passeio externo com fire places","Imagem Externa"
"24.GES_CHA Wine bar","Imagem Interna"
"25.GES_CHA Playground","Imagem Externa"
"26.GES_CHA Brinquedoteca","Imagem Interna"
"27.GES_CHA Country House interno","Imagem Interna"
"28.GES_CHA Country House externo","Imagem Externa"
"29.GES_CHA Salão de festas interno","Imagem Interna"
"30.GES_CHA Salão de festas externo","Imagem Externa"
"31.GES_CHA Piscina com vista para o Rio Perequê","Imagem Externa"
"32.GES_CHA Espaço Multiuso","Imagem Interna"
"33.GES_CHA Espaço de banho e massagem","Imagem Interna"
"34.GES_CHA Sala de massagem 1 e 2","Imagem Interna"
"35.GES_CHA Sauna seca","Imagem Interna"
"36.GES_CHA Sala de Pilates","Imagem Interna"
"37.GES_CHA Salão de beleza","Imagem Interna"
"38.GES_CHA Academia ângulo geral","Imagem Interna"
"39.GES_CHA Academia com foco na vista fotográfica real","Imagem Interna"
"40.GES_CHA Academia com Ângulo mais aereo (voo passaro)","Imagem Interna"
"41.GES_CHA Sala para exercicios de membros inferiores","Imagem Interna"
"42.GES_CHA Sala livre","Imagem Interna"
"43.GES_CHA Gourmet Sky Place angulo geral","Imagem Interna"
"44.GES_CHA Gourmet Sky Place angulo com foco na vista real","Imagem Interna"
"45.GES_CHA Lounge","Imagem Externa"
"46.GES_CHA Piscina com borda infinita ângulo geral","Imagem Interna"
"47.GES_CHA Piscina com borda infinita e vista fotográfica real para Porto Belo","Imagem Interna"
"48.GES_CHA Piscina com borda infinita ângulo 2 - SPA","Imagem Interna"
"49.GES_CHA Piscina com borda infinita ângulo 3 - Bar molhado","Imagem Interna"
"50.GES_CHA Living integrado com vista fotográfica real ângulo 1",Unidade
"51.GES_CHA Living integrado com vista fotográfica real ângulo 2",Unidade
"52.GES_CHA Suíte master angulo geral",Unidade
"53.GES_CHA Suíte master angulo com foco no closet",Unidade
"54.GES_CHA Sacada com vista fotográfica real da Suíte master",Unidade
"55.GES_CHA Banheiro suíte master perspectiva banheira de imersão",Unidade
"56.GES_CHA Living integrado com vista fotográfica real ângulo 1",Unidade
"57.GES_CHA Living integrado com vista fotográfica real ângulo 2",Unidade
"58.GES_CHA Living integrado com vista fotográfica real ângulo 3 - Piscina",Unidade
"59.GES_CHA Cozinha",Unidade
"60.GES_CHA Suíte master com vista fotográfica real",Unidade
"61.GES_CHA Closet da Suíte master com vista fotográfica real",Unidade
"62.GES_CHA Banheiro suíte master perspectiva banheira de imersão",Unidade
"63.GES_CHA Planta humanizada pavimento Subsolo","Planta Humanizada"
"64.GES_CHA Planta humanizada implantação real mostrando o pavimento térreo com marina e rio","Planta Humanizada"
"65.GES_CHA Planta humanizada Mezanino do pavimento térreo","Planta Humanizada"
"66.GES_CHA Planta humanizada pavimento G1","Planta Humanizada"
"67.GES_CHA Planta humanizada do pavimento lazer","Planta Humanizada"
"68.GES_CHA Planta humanizada do pavimento lazer reduto 1","Planta Humanizada"
"69.GES_CHA Planta humanizada do pavimento lazer reduto 2","Planta Humanizada"
"70.GES_CHA Planta humanizada do pavimento lazer Rooftop SKY place","Planta Humanizada"
"71.GES_CHA Planta humanizada do apartamento tipo 1","Planta Humanizada"
"72.GES_CHA Planta humanizada do apartamento tipo 2","Planta Humanizada"
"73.GES_CHA Planta humanizada do apartamento Penthouse","Planta Humanizada"
"2.RAY_SKY Fachada",Fachada
"3.RAY_SKY Piscina","Imagem Externa"
"4.RAY_SKY Salão de festas","Imagem Interna"
"59.LD1_RES Planta humanizada do pavimento tipo","Planta Humanizada"
"60.LD1_RES Planta humanizada do pavimento cobertura inferior","Planta Humanizada"
"61.LD1_RES Planta humanizada do pavimento cobertura superior","Planta Humanizada"
"41.MEN_991 Embasamento com foco no passeio com area comercial",Fachada
"26.MPE_SUN Planta Humanizada 2D com terraco","Planta Humanizada"
"46.CEG_RES Fotomontagem extra",Fachada
"48.ROM_MAE Salão de festas ângulo 2 extra","Imagem Interna"
"49.ROM_MAE Deck com jacuzzi ângulo 2 extra","Imagem Interna"
"1.NOW_BRI Fotomontagem com empreendimento no terreno real",Fachada
"2.NOW_BRI Fotomontagem com foco no rooftop",Fachada
"3.NOW_BRI Fachada no angulo do observador",Fachada
"4.NOW_BRI Embasamento",Fachada
"5.NOW_BRI Hall de entrada","Imagem Interna"
"6.NOW_BRI Espaço Gourmet","Imagem Interna"
"7.NOW_BRI Salão de festas","Imagem Interna"
"8.NOW_BRI Lavanderia","Imagem Interna"
"9.NOW_BRI Mercadinho interno","Imagem Interna"
"10.NOW_BRI Sala de jogos","Imagem Interna"
"11.NOW_BRI Coworking com sala de reuniões","Imagem Interna"
"12.NOW_BRI Playground com Pet place","Imagem Externa"
"13.NOW_BRI Piscinas","Imagem Externa"
"14.NOW_BRI Espaço churrasqueira","Imagem Externa"
"15.NOW_BRI SPA com sauna","Imagem Interna"
"16.NOW_BRI Academia","Imagem Interna"
"17.NOW_BRI Living do Studio unidade à definir com vista fotográfica real - ângulo 1",Unidade
"18.NOW_BRI Living do Studio unidade à definir com vista fotográfica real - ângulo 2",Unidade
"19.NOW_BRI Living do Apartamento unidade à definir com vista fotográfica real - ângulo 1",Unidade
"20.NOW_BRI Living do Apartamento unidade à definir com vista fotográfica real - ângulo 2",Unidade
"21.NOW_BRI Suíte do Apartamento unidade à definir com vista fotográfica real - ângulo 1",Unidade
"22.NOW_BRI Planta humanizada implantação geral mostrando o pavimento terreo","Planta humanizada"
"23.NOW_BRI Planta humanizada do pavimento lazer Rooftop","Planta humanizada"
"24.NOW_BRI Planta humanizada do pavimento tipo 1","Planta humanizada"
"25.NOW_BRI Variação - Diferenciado da Planta humanizada do pavimento tipo 1","Planta humanizada"
"26.NOW_BRI Planta humanizada do pavimento tipo 2","Planta humanizada"
"27.NOW_BRI Variação - Diferenciado da Planta humanizada do pavimento tipo 2","Planta humanizada"
"28.NOW_BRI Planta humanizada do pavimento tipo 3","Planta humanizada"
"29.NOW_BRI Planta humanizada do pavimento tipo 3 - Laje Aptos","Planta humanizada"
"30.NOW_BRI Variação - Diferenciado da Planta humanizada do pavimento tipo 3","Planta humanizada"
"31.NOW_BRI Planta humanizada do pavimento tipo 4","Planta humanizada"
"32.NOW_BRI Variação - Diferenciado da Planta humanizada do pavimento tipo 4","Planta humanizada"
"33.NOW_BRI Planta humanizada do pavimento tipo 5","Planta humanizada"
